date,sex,age,ethnicity,population
2017-01-01,female,60-64,overall,541.1
2017-01-01,female,60-64,bumi_malay,268.3
2017-01-01,female,60-64,bumi_other,48.4
2017-01-01,female,60-64,chinese,162.3
2017-01-01,female,60-64,indian,44.4
2017-01-01,female,60-64,other_citizen,2.8
2017-01-01,female,60-64,other_noncitizen,14.9
2017-01-01,female,65-69,overall,412.8
2017-01-01,female,65-69,bumi_malay,198.8
2017-01-01,female,65-69,bumi_other,33.7
2017-01-01,female,65-69,chinese,135.5
2017-01-01,female,65-69,indian,33.1
2017-01-01,female,65-69,other_citizen,1.9
2017-01-01,female,65-69,other_noncitizen,9.7
2017-01-01,female,70-74,overall,272.4
2017-01-01,female,70-74,bumi_malay,126.6
2017-01-01,female,70-74,bumi_other,24.5
2017-01-01,female,70-74,chinese,95.5
2017-01-01,female,70-74,indian,19.6
2017-01-01,female,70-74,other_citizen,1.3
2017-01-01,female,70-74,other_noncitizen,4.9
2017-01-01,female,75-79,overall,176.8
2017-01-01,female,75-79,bumi_malay,82.4
2017-01-01,female,75-79,bumi_other,16.2
2017-01-01,female,75-79,chinese,63.2
2017-01-01,female,75-79,indian,11.2
2017-01-01,female,75-79,other_citizen,0.8
2017-01-01,female,75-79,other_noncitizen,3.1
2017-01-01,female,80-84,overall,96.7
2017-01-01,female,80-84,bumi_malay,41.9
2017-01-01,female,80-84,bumi_other,9.3
2017-01-01,female,80-84,chinese,35.8
2017-01-01,female,80-84,indian,6.7
2017-01-01,female,80-84,other_citizen,0.4
2017-01-01,female,80-84,other_noncitizen,2.5
2017-01-01,female,85+,overall,74.3
2017-01-01,female,85+,bumi_malay,36.2
2017-01-01,female,85+,bumi_other,8.8
2017-01-01,female,85+,chinese,20.3
2017-01-01,female,85+,indian,5.4
2017-01-01,female,85+,other_citizen,0.5
2017-01-01,female,85+,other_noncitizen,3.1
2017-01-01,male,overall,overall,16542.7
2017-01-01,male,overall,bumi_malay,8075.7
2017-01-01,male,overall,bumi_other,1893.8
2017-01-01,male,overall,chinese,3421.4
2017-01-01,male,overall,indian,995.1
2017-01-01,male,overall,other_citizen,147.6
2017-01-01,male,overall,other_noncitizen,2009.3
2017-01-01,male,0-4,overall,1350.1
2017-01-01,male,0-4,bumi_malay,837.5
2017-01-01,male,0-4,bumi_other,171.2
2017-01-01,male,0-4,chinese,184.1
2017-01-01,male,0-4,indian,60.4
2017-01-01,male,0-4,other_citizen,21.5
2017-01-01,male,0-4,other_noncitizen,75.4
2017-01-01,male,5-9,overall,1307.9
2017-01-01,male,5-9,bumi_malay,768.9
2017-01-01,male,5-9,bumi_other,183.4
2017-01-01,male,5-9,chinese,212.3
2017-01-01,male,5-9,indian,72.7
2017-01-01,male,5-9,other_citizen,20.9
2017-01-01,male,5-9,other_noncitizen,49.7
2017-01-01,male,10-14,overall,1324.9
2017-01-01,male,10-14,bumi_malay,761.6
2017-01-01,male,10-14,bumi_other,193.9
2017-01-01,male,10-14,chinese,240.5
2017-01-01,male,10-14,indian,81.6
2017-01-01,male,10-14,other_citizen,16.9
2017-01-01,male,10-14,other_noncitizen,30.4
2017-01-01,male,15-19,overall,1487.6
2017-01-01,male,15-19,bumi_malay,777.2
2017-01-01,male,15-19,bumi_other,192.4
2017-01-01,male,15-19,chinese,263.6
2017-01-01,male,15-19,indian,88.3
2017-01-01,male,15-19,other_citizen,15.3
2017-01-01,male,15-19,other_noncitizen,150.8
2017-01-01,male,20-24,overall,1707.3
2017-01-01,male,20-24,bumi_malay,765.3
2017-01-01,male,20-24,bumi_other,191.4
2017-01-01,male,20-24,chinese,276.5
2017-01-01,male,20-24,indian,87.5
2017-01-01,male,20-24,other_citizen,14.0
2017-01-01,male,20-24,other_noncitizen,372.5
2017-01-01,male,25-29,overall,1731.4
2017-01-01,male,25-29,bumi_malay,728.5
2017-01-01,male,25-29,bumi_other,170.1
2017-01-01,male,25-29,chinese,275.5
2017-01-01,male,25-29,indian,90.5
2017-01-01,male,25-29,other_citizen,12.5
2017-01-01,male,25-29,other_noncitizen,454.3
2017-01-01,male,30-34,overall,1493.6
2017-01-01,male,30-34,bumi_malay,663.0
2017-01-01,male,30-34,bumi_other,153.0
2017-01-01,male,30-34,chinese,269.0
2017-01-01,male,30-34,indian,90.4
2017-01-01,male,30-34,other_citizen,10.8
2017-01-01,male,30-34,other_noncitizen,307.4
2017-01-01,male,35-39,overall,1226.1
2017-01-01,male,35-39,bumi_malay,542.0
2017-01-01,male,35-39,bumi_other,124.9
2017-01-01,male,35-39,chinese,257.9
2017-01-01,male,35-39,indian,79.9
2017-01-01,male,35-39,other_citizen,7.8
2017-01-01,male,35-39,other_noncitizen,213.5
2017-01-01,male,40-44,overall,999.5
2017-01-01,male,40-44,bumi_malay,444.9
2017-01-01,male,40-44,bumi_other,104.9
2017-01-01,male,40-44,chinese,241.8
2017-01-01,male,40-44,indian,67.9
2017-01-01,male,40-44,other_citizen,5.5
2017-01-01,male,40-44,other_noncitizen,134.5
2017-01-01,male,45-49,overall,881.4
2017-01-01,male,45-49,bumi_malay,404.1
2017-01-01,male,45-49,bumi_other,97.9
2017-01-01,male,45-49,chinese,231.3
2017-01-01,male,45-49,indian,60.6
2017-01-01,male,45-49,other_citizen,4.6
2017-01-01,male,45-49,other_noncitizen,82.9
2017-01-01,male,50-54,overall,814.4
2017-01-01,male,50-54,bumi_malay,379.1
2017-01-01,male,50-54,bumi_other,89.9
2017-01-01,male,50-54,chinese,227.1
2017-01-01,male,50-54,indian,59.6
2017-01-01,male,50-54,other_citizen,4.7
2017-01-01,male,50-54,other_noncitizen,54.0
2017-01-01,male,55-59,overall,705.9
2017-01-01,male,55-59,bumi_malay,329.9
2017-01-01,male,55-59,bumi_other,74.9
2017-01-01,male,55-59,chinese,210.9
2017-01-01,male,55-59,indian,53.1
2017-01-01,male,55-59,other_citizen,4.4
2017-01-01,male,55-59,other_noncitizen,32.8
2017-01-01,male,60-64,overall,544.0
2017-01-01,male,60-64,bumi_malay,251.9
2017-01-01,male,60-64,bumi_other,54.8
2017-01-01,male,60-64,chinese,173.3
2017-01-01,male,60-64,indian,39.7
2017-01-01,male,60-64,other_citizen,3.6
2017-01-01,male,60-64,other_noncitizen,20.7
2017-01-01,male,65-69,overall,402.9
2017-01-01,male,65-69,bumi_malay,185.6
2017-01-01,male,65-69,bumi_other,34.3
2017-01-01,male,65-69,chinese,140.8
2017-01-01,male,65-69,indian,28.3
2017-01-01,male,65-69,other_citizen,2.1
2017-01-01,male,65-69,other_noncitizen,11.8
2017-01-01,male,70-74,overall,255.5
2017-01-01,male,70-74,bumi_malay,108.4
2017-01-01,male,70-74,bumi_other,24.4
2017-01-01,male,70-74,chinese,98.4
2017-01-01,male,70-74,indian,16.1
2017-01-01,male,70-74,other_citizen,1.3
2017-01-01,male,70-74,other_noncitizen,6.9
2017-01-01,male,75-79,overall,158.1
2017-01-01,male,75-79,bumi_malay,66.0
2017-01-01,male,75-79,bumi_other,15.2
2017-01-01,male,75-79,chinese,63.3
2017-01-01,male,75-79,indian,8.8
2017-01-01,male,75-79,other_citizen,0.8
2017-01-01,male,75-79,other_noncitizen,4.0
2017-01-01,male,80-84,overall,83.8
2017-01-01,male,80-84,bumi_malay,32.7
2017-01-01,male,80-84,bumi_other,8.7
2017-01-01,male,80-84,chinese,33.7
2017-01-01,male,80-84,indian,5.3
2017-01-01,male,80-84,other_citizen,0.4
2017-01-01,male,80-84,other_noncitizen,3.1
2017-01-01,male,85+,overall,68.3
2017-01-01,male,85+,bumi_malay,29.1
2017-01-01,male,85+,bumi_other,8.5
2017-01-01,male,85+,chinese,21.4
2017-01-01,male,85+,indian,4.2
2017-01-01,male,85+,other_citizen,0.5
2017-01-01,male,85+,other_noncitizen,4.5
2018-01-01,both,overall,overall,32382.3
2018-01-01,both,overall,bumi_malay,16292.0
2018-01-01,both,overall,bumi_other,3783.3
2018-01-01,both,overall,chinese,6682.1
2018-01-01,both,overall,indian,2008.3
2018-01-01,both,overall,other_citizen,293.7
2018-01-01,both,overall,other_noncitizen,3322.7
2018-01-01,both,0-4,overall,2595.3
2018-01-01,both,0-4,bumi_malay,1641.8
2018-01-01,both,0-4,bumi_other,326.6
2018-01-01,both,0-4,chinese,334.5
2018-01-01,both,0-4,indian,113.5
2018-01-01,both,0-4,other_citizen,40.7
2018-01-01,both,0-4,other_noncitizen,138.3
2018-01-01,both,5-9,overall,2560.5
2018-01-01,both,5-9,bumi_malay,1516.5
2018-01-01,both,5-9,bumi_other,349.9
2018-01-01,both,5-9,chinese,401.8
2018-01-01,both,5-9,indian,137.3
2018-01-01,both,5-9,other_citizen,42.0
2018-01-01,both,5-9,other_noncitizen,112.9
2018-01-01,both,10-14,overall,2549.9
2018-01-01,both,10-14,bumi_malay,1466.5
2018-01-01,both,10-14,bumi_other,379.7
2018-01-01,both,10-14,chinese,454.5
2018-01-01,both,10-14,indian,157.0
2018-01-01,both,10-14,other_citizen,33.6
2018-01-01,both,10-14,other_noncitizen,58.6
2018-01-01,both,15-19,overall,2871.9
2018-01-01,both,15-19,bumi_malay,1521.6
2018-01-01,both,15-19,bumi_other,378.1
2018-01-01,both,15-19,chinese,508.3
2018-01-01,both,15-19,indian,171.3
2018-01-01,both,15-19,other_citizen,28.9
2018-01-01,both,15-19,other_noncitizen,263.8
2018-01-01,both,20-24,overall,3232.5
2018-01-01,both,20-24,bumi_malay,1502.8
2018-01-01,both,20-24,bumi_other,376.5
2018-01-01,both,20-24,chinese,530.7
2018-01-01,both,20-24,indian,174.9
2018-01-01,both,20-24,other_citizen,27.1
2018-01-01,both,20-24,other_noncitizen,620.5
2018-01-01,both,25-29,overall,3281.8
2018-01-01,both,25-29,bumi_malay,1474.8
2018-01-01,both,25-29,bumi_other,353.5
2018-01-01,both,25-29,chinese,545.9
2018-01-01,both,25-29,indian,178.9
2018-01-01,both,25-29,other_citizen,25.1
2018-01-01,both,25-29,other_noncitizen,703.5
2018-01-01,both,30-34,overall,2868.9
2018-01-01,both,30-34,bumi_malay,1349.1
2018-01-01,both,30-34,bumi_other,314.9
2018-01-01,both,30-34,chinese,534.6
2018-01-01,both,30-34,indian,178.0
2018-01-01,both,30-34,other_citizen,22.1
2018-01-01,both,30-34,other_noncitizen,470.2
2018-01-01,both,35-39,overall,2438.7
2018-01-01,both,35-39,bumi_malay,1132.8
2018-01-01,both,35-39,bumi_other,267.5
2018-01-01,both,35-39,chinese,512.0
2018-01-01,both,35-39,indian,164.3
2018-01-01,both,35-39,other_citizen,16.8
2018-01-01,both,35-39,other_noncitizen,345.3
2018-01-01,both,40-44,overall,1951.0
2018-01-01,both,40-44,bumi_malay,898.5
2018-01-01,both,40-44,bumi_other,210.2
2018-01-01,both,40-44,chinese,466.4
2018-01-01,both,40-44,indian,136.3
2018-01-01,both,40-44,other_citizen,12.1
2018-01-01,both,40-44,other_noncitizen,227.6
2018-01-01,both,45-49,overall,1768.9
2018-01-01,both,45-49,bumi_malay,836.6
2018-01-01,both,45-49,bumi_other,198.0
2018-01-01,both,45-49,chinese,457.1
2018-01-01,both,45-49,indian,127.3
2018-01-01,both,45-49,other_citizen,10.0
2018-01-01,both,45-49,other_noncitizen,140.0
2018-01-01,both,50-54,overall,1619.5
2018-01-01,both,50-54,bumi_malay,775.3
2018-01-01,both,50-54,bumi_other,177.1
2018-01-01,both,50-54,chinese,443.2
2018-01-01,both,50-54,indian,122.1
2018-01-01,both,50-54,other_citizen,9.7
2018-01-01,both,50-54,other_noncitizen,92.3
2018-01-01,both,55-59,overall,1418.0
2018-01-01,both,55-59,bumi_malay,682.1
2018-01-01,both,55-59,bumi_other,149.7
2018-01-01,both,55-59,chinese,407.8
2018-01-01,both,55-59,indian,112.3
2018-01-01,both,55-59,other_citizen,8.4
2018-01-01,both,55-59,other_noncitizen,57.6
2018-01-01,both,60-64,overall,1130.6
2018-01-01,both,60-64,bumi_malay,541.5
2018-01-01,both,60-64,bumi_other,110.2
2018-01-01,both,60-64,chinese,346.6
2018-01-01,both,60-64,indian,88.0
2018-01-01,both,60-64,other_citizen,6.8
2018-01-01,both,60-64,other_noncitizen,37.3
2018-01-01,both,65-69,overall,843.1
2018-01-01,both,65-69,bumi_malay,399.8
2018-01-01,both,65-69,bumi_other,71.3
2018-01-01,both,65-69,chinese,281.8
2018-01-01,both,65-69,indian,63.6
2018-01-01,both,65-69,other_citizen,4.3
2018-01-01,both,65-69,other_noncitizen,22.1
2018-01-01,both,70-74,overall,572.1
2018-01-01,both,70-74,bumi_malay,256.6
2018-01-01,both,70-74,bumi_other,50.7
2018-01-01,both,70-74,chinese,209.5
2018-01-01,both,70-74,indian,40.3
2018-01-01,both,70-74,other_citizen,2.7
2018-01-01,both,70-74,other_noncitizen,12.4
2018-01-01,both,75-79,overall,337.6
2018-01-01,both,75-79,bumi_malay,148.6
2018-01-01,both,75-79,bumi_other,33.3
2018-01-01,both,75-79,chinese,127.3
2018-01-01,both,75-79,indian,19.8
2018-01-01,both,75-79,other_citizen,1.6
2018-01-01,both,75-79,other_noncitizen,7.0
2018-01-01,both,80-84,overall,196.1
2018-01-01,both,80-84,bumi_malay,80.4
2018-01-01,both,80-84,bumi_other,18.4
2018-01-01,both,80-84,chinese,77.8
2018-01-01,both,80-84,indian,13.0
2018-01-01,both,80-84,other_citizen,0.8
2018-01-01,both,80-84,other_noncitizen,5.7
2018-01-01,both,85+,overall,145.8
2018-01-01,both,85+,bumi_malay,66.7
2018-01-01,both,85+,bumi_other,17.7
2018-01-01,both,85+,chinese,42.4
2018-01-01,both,85+,indian,10.3
2018-01-01,both,85+,other_citizen,1.1
2018-01-01,both,85+,other_noncitizen,7.8
2018-01-01,female,overall,overall,15660.8
2018-01-01,female,overall,bumi_malay,8093.5
2018-01-01,female,overall,bumi_other,1865.8
2018-01-01,female,overall,chinese,3254.8
2018-01-01,female,overall,indian,1010.9
2018-01-01,female,overall,other_citizen,143.2
2018-01-01,female,overall,other_noncitizen,1292.7
2018-01-01,female,0-4,overall,1256.5
2018-01-01,female,0-4,bumi_malay,795.5
2018-01-01,female,0-4,bumi_other,157.8
2018-01-01,female,0-4,chinese,161.5
2018-01-01,female,0-4,indian,55.3
2018-01-01,female,0-4,other_citizen,19.7
2018-01-01,female,0-4,other_noncitizen,66.6
2018-01-01,female,5-9,overall,1235.7
2018-01-01,female,5-9,bumi_malay,732.3
2018-01-01,female,5-9,bumi_other,169.9
2018-01-01,female,5-9,chinese,192.6
2018-01-01,female,5-9,indian,66.4
2018-01-01,female,5-9,other_citizen,20.4
2018-01-01,female,5-9,other_noncitizen,54.0
2018-01-01,female,10-14,overall,1241.0
2018-01-01,female,10-14,bumi_malay,713.2
2018-01-01,female,10-14,bumi_other,186.6
2018-01-01,female,10-14,chinese,219.6
2018-01-01,female,10-14,indian,77.5
2018-01-01,female,10-14,other_citizen,16.2
2018-01-01,female,10-14,other_noncitizen,28.0
2018-01-01,female,15-19,overall,1382.8
2018-01-01,female,15-19,bumi_malay,742.3
2018-01-01,female,15-19,bumi_other,184.6
2018-01-01,female,15-19,chinese,246.8
2018-01-01,female,15-19,indian,83.6
2018-01-01,female,15-19,other_citizen,13.7
2018-01-01,female,15-19,other_noncitizen,111.8
2018-01-01,female,20-24,overall,1528.4
2018-01-01,female,20-24,bumi_malay,739.0
2018-01-01,female,20-24,bumi_other,185.6
2018-01-01,female,20-24,chinese,258.1
2018-01-01,female,20-24,indian,87.4
2018-01-01,female,20-24,other_citizen,12.7
2018-01-01,female,20-24,other_noncitizen,245.7
2018-01-01,female,25-29,overall,1525.3
2018-01-01,female,25-29,bumi_malay,733.5
2018-01-01,female,25-29,bumi_other,177.1
2018-01-01,female,25-29,chinese,267.4
2018-01-01,female,25-29,indian,89.7
2018-01-01,female,25-29,other_citizen,12.4
2018-01-01,female,25-29,other_noncitizen,245.0
2018-01-01,female,30-34,overall,1362.9
2018-01-01,female,30-34,bumi_malay,676.3
2018-01-01,female,30-34,bumi_other,159.9
2018-01-01,female,30-34,chinese,266.9
2018-01-01,female,30-34,indian,87.3
2018-01-01,female,30-34,other_citizen,10.9
2018-01-01,female,30-34,other_noncitizen,161.6
2018-01-01,female,35-39,overall,1164.6
2018-01-01,female,35-39,bumi_malay,559.7
2018-01-01,female,35-39,bumi_other,135.2
2018-01-01,female,35-39,chinese,249.6
2018-01-01,female,35-39,indian,81.8
2018-01-01,female,35-39,other_citizen,8.4
2018-01-01,female,35-39,other_noncitizen,129.9
2018-01-01,female,40-44,overall,938.9
2018-01-01,female,40-44,bumi_malay,446.2
2018-01-01,female,40-44,bumi_other,104.2
2018-01-01,female,40-44,chinese,223.6
2018-01-01,female,40-44,indian,67.2
2018-01-01,female,40-44,other_citizen,6.2
2018-01-01,female,40-44,other_noncitizen,91.6
2018-01-01,female,45-49,overall,878.4
2018-01-01,female,45-49,bumi_malay,427.0
2018-01-01,female,45-49,bumi_other,98.8
2018-01-01,female,45-49,chinese,224.3
2018-01-01,female,45-49,indian,66.1
2018-01-01,female,45-49,other_citizen,5.4
2018-01-01,female,45-49,other_noncitizen,56.8
2018-01-01,female,50-54,overall,806.0
2018-01-01,female,50-54,bumi_malay,395.8
2018-01-01,female,50-54,bumi_other,86.4
2018-01-01,female,50-54,chinese,217.6
2018-01-01,female,50-54,indian,63.5
2018-01-01,female,50-54,other_citizen,5.0
2018-01-01,female,50-54,other_noncitizen,37.8
2018-01-01,female,55-59,overall,693.7
2018-01-01,female,55-59,bumi_malay,342.7
2018-01-01,female,55-59,bumi_other,71.7
2018-01-01,female,55-59,chinese,193.0
2018-01-01,female,55-59,indian,57.9
2018-01-01,female,55-59,other_citizen,4.1
2018-01-01,female,55-59,other_noncitizen,24.3
2018-01-01,female,60-64,overall,565.1
2018-01-01,female,60-64,bumi_malay,280.0
2018-01-01,female,60-64,bumi_other,52.0
2018-01-01,female,60-64,chinese,167.7
2018-01-01,female,60-64,indian,46.7
2018-01-01,female,60-64,other_citizen,3.0
2018-01-01,female,60-64,other_noncitizen,15.6
2018-01-01,female,65-69,overall,427.1
2018-01-01,female,65-69,bumi_malay,207.4
2018-01-01,female,65-69,bumi_other,34.8
2018-01-01,female,65-69,chinese,138.6
2018-01-01,female,65-69,indian,34.2
2018-01-01,female,65-69,other_citizen,2.0
2018-01-01,female,65-69,other_noncitizen,10.0
2018-01-01,female,70-74,overall,296.2
2018-01-01,female,70-74,bumi_malay,138.0
2018-01-01,female,70-74,bumi_other,25.6
2018-01-01,female,70-74,chinese,103.8
2018-01-01,female,70-74,indian,22.2
2018-01-01,female,70-74,other_citizen,1.4
2018-01-01,female,70-74,other_noncitizen,5.3
2018-01-01,female,75-79,overall,178.5
2018-01-01,female,75-79,bumi_malay,82.7
2018-01-01,female,75-79,bumi_other,17.0
2018-01-01,female,75-79,chinese,63.9
2018-01-01,female,75-79,indian,11.0
2018-01-01,female,75-79,other_citizen,0.8
2018-01-01,female,75-79,other_noncitizen,3.0
2018-01-01,female,80-84,overall,105.3
2018-01-01,female,80-84,bumi_malay,45.5
2018-01-01,female,80-84,bumi_other,9.7
2018-01-01,female,80-84,chinese,39.9
2018-01-01,female,80-84,indian,7.2
2018-01-01,female,80-84,other_citizen,0.4
2018-01-01,female,80-84,other_noncitizen,2.6
2018-01-01,female,85+,overall,74.5
2018-01-01,female,85+,bumi_malay,36.4
2018-01-01,female,85+,bumi_other,8.9
2018-01-01,female,85+,chinese,19.9
2018-01-01,female,85+,indian,5.7
2018-01-01,female,85+,other_citizen,0.5
2018-01-01,female,85+,other_noncitizen,3.2
2018-01-01,male,overall,overall,16721.4
2018-01-01,male,overall,bumi_malay,8198.5
2018-01-01,male,overall,bumi_other,1917.5
2018-01-01,male,overall,chinese,3427.3
2018-01-01,male,overall,indian,997.4
2018-01-01,male,overall,other_citizen,150.6
2018-01-01,male,overall,other_noncitizen,2030.0
2018-01-01,male,0-4,overall,1338.8
2018-01-01,male,0-4,bumi_malay,846.3
2018-01-01,male,0-4,bumi_other,168.8
2018-01-01,male,0-4,chinese,173.0
2018-01-01,male,0-4,indian,58.2
2018-01-01,male,0-4,other_citizen,20.9
2018-01-01,male,0-4,other_noncitizen,71.7
2018-01-01,male,5-9,overall,1324.8
2018-01-01,male,5-9,bumi_malay,784.2
2018-01-01,male,5-9,bumi_other,180.0
2018-01-01,male,5-9,chinese,209.2
2018-01-01,male,5-9,indian,70.9
2018-01-01,male,5-9,other_citizen,21.6
2018-01-01,male,5-9,other_noncitizen,58.9
2018-01-01,male,10-14,overall,1309.0
2018-01-01,male,10-14,bumi_malay,753.3
2018-01-01,male,10-14,bumi_other,193.1
2018-01-01,male,10-14,chinese,234.9
2018-01-01,male,10-14,indian,79.5
2018-01-01,male,10-14,other_citizen,17.5
2018-01-01,male,10-14,other_noncitizen,30.6
2018-01-01,male,15-19,overall,1489.2
2018-01-01,male,15-19,bumi_malay,779.3
2018-01-01,male,15-19,bumi_other,193.5
2018-01-01,male,15-19,chinese,261.5
2018-01-01,male,15-19,indian,87.7
2018-01-01,male,15-19,other_citizen,15.2
2018-01-01,male,15-19,other_noncitizen,152.0
2018-01-01,male,20-24,overall,1704.1
2018-01-01,male,20-24,bumi_malay,763.8
2018-01-01,male,20-24,bumi_other,190.9
2018-01-01,male,20-24,chinese,272.6
2018-01-01,male,20-24,indian,87.5
2018-01-01,male,20-24,other_citizen,14.4
2018-01-01,male,20-24,other_noncitizen,374.8
2018-01-01,male,25-29,overall,1756.5
2018-01-01,male,25-29,bumi_malay,741.3
2018-01-01,male,25-29,bumi_other,176.4
2018-01-01,male,25-29,chinese,278.5
2018-01-01,male,25-29,indian,89.2
2018-01-01,male,25-29,other_citizen,12.7
2018-01-01,male,25-29,other_noncitizen,458.5
2018-01-01,male,30-34,overall,1506.0
2018-01-01,male,30-34,bumi_malay,672.8
2018-01-01,male,30-34,bumi_other,155.0
2018-01-01,male,30-34,chinese,267.7
2018-01-01,male,30-34,indian,90.7
2018-01-01,male,30-34,other_citizen,11.2
2018-01-01,male,30-34,other_noncitizen,308.6
2018-01-01,male,35-39,overall,1274.1
2018-01-01,male,35-39,bumi_malay,573.1
2018-01-01,male,35-39,bumi_other,132.3
2018-01-01,male,35-39,chinese,262.4
2018-01-01,male,35-39,indian,82.5
2018-01-01,male,35-39,other_citizen,8.4
2018-01-01,male,35-39,other_noncitizen,215.4
2018-01-01,male,40-44,overall,1012.1
2018-01-01,male,40-44,bumi_malay,452.3
2018-01-01,male,40-44,bumi_other,106.0
2018-01-01,male,40-44,chinese,242.8
2018-01-01,male,40-44,indian,69.1
2018-01-01,male,40-44,other_citizen,5.9
2018-01-01,male,40-44,other_noncitizen,136.0
2018-01-01,male,45-49,overall,890.5
2018-01-01,male,45-49,bumi_malay,409.6
2018-01-01,male,45-49,bumi_other,99.2
2018-01-01,male,45-49,chinese,232.8
2018-01-01,male,45-49,indian,61.2
2018-01-01,male,45-49,other_citizen,4.6
2018-01-01,male,45-49,other_noncitizen,83.2
2018-01-01,male,50-54,overall,813.5
2018-01-01,male,50-54,bumi_malay,379.5
2018-01-01,male,50-54,bumi_other,90.7
2018-01-01,male,50-54,chinese,225.6
2018-01-01,male,50-54,indian,58.6
2018-01-01,male,50-54,other_citizen,4.7
2018-01-01,male,50-54,other_noncitizen,54.5
2018-01-01,male,55-59,overall,724.3
2018-01-01,male,55-59,bumi_malay,339.4
2018-01-01,male,55-59,bumi_other,78.0
2018-01-01,male,55-59,chinese,214.8
2018-01-01,male,55-59,indian,54.4
2018-01-01,male,55-59,other_citizen,4.3
2018-01-01,male,55-59,other_noncitizen,33.3
2018-01-01,male,60-64,overall,565.5
2018-01-01,male,60-64,bumi_malay,261.5
2018-01-01,male,60-64,bumi_other,58.2
2018-01-01,male,60-64,chinese,178.9
2018-01-01,male,60-64,indian,41.3
2018-01-01,male,60-64,other_citizen,3.8
2018-01-01,male,60-64,other_noncitizen,21.7
2018-01-01,male,65-69,overall,416.0
2018-01-01,male,65-69,bumi_malay,192.4
2018-01-01,male,65-69,bumi_other,36.5
2018-01-01,male,65-69,chinese,143.2
2018-01-01,male,65-69,indian,29.4
2018-01-01,male,65-69,other_citizen,2.3
2018-01-01,male,65-69,other_noncitizen,12.1
2018-01-01,male,70-74,overall,275.9
2018-01-01,male,70-74,bumi_malay,118.6
2018-01-01,male,70-74,bumi_other,25.1
2018-01-01,male,70-74,chinese,105.7
2018-01-01,male,70-74,indian,18.1
2018-01-01,male,70-74,other_citizen,1.3
2018-01-01,male,70-74,other_noncitizen,7.1
2018-01-01,male,75-79,overall,159.1
2018-01-01,male,75-79,bumi_malay,65.9
2018-01-01,male,75-79,bumi_other,16.3
2018-01-01,male,75-79,chinese,63.4
2018-01-01,male,75-79,indian,8.8
2018-01-01,male,75-79,other_citizen,0.8
2018-01-01,male,75-79,other_noncitizen,4.0
2018-01-01,male,80-84,overall,90.8
2018-01-01,male,80-84,bumi_malay,34.9
2018-01-01,male,80-84,bumi_other,8.7
2018-01-01,male,80-84,chinese,37.9
2018-01-01,male,80-84,indian,5.8
2018-01-01,male,80-84,other_citizen,0.4
2018-01-01,male,80-84,other_noncitizen,3.1
2018-01-01,male,85+,overall,71.3
2018-01-01,male,85+,bumi_malay,30.3
2018-01-01,male,85+,bumi_other,8.8
2018-01-01,male,85+,chinese,22.5
2018-01-01,male,85+,indian,4.6
2018-01-01,male,85+,other_citizen,0.6
2018-01-01,male,85+,other_noncitizen,4.6
2019-01-01,both,overall,overall,32523.0
2019-01-01,both,overall,bumi_malay,16534.7
2019-01-01,both,overall,bumi_other,3834.6
2019-01-01,both,overall,chinese,6698.6
2019-01-01,both,overall,indian,2014.8
2019-01-01,both,overall,other_citizen,299.7
2019-01-01,both,overall,other_noncitizen,3140.4
2019-01-01,both,0-4,overall,2580.0
2019-01-01,both,0-4,bumi_malay,1652.2
2019-01-01,both,0-4,bumi_other,324.9
2019-01-01,both,0-4,chinese,321.5
2019-01-01,both,0-4,indian,110.7
2019-01-01,both,0-4,other_citizen,39.7
2019-01-01,both,0-4,other_noncitizen,131.1
2019-01-01,both,5-9,overall,2545.3
2019-01-01,both,5-9,bumi_malay,1539.8
2019-01-01,both,5-9,bumi_other,338.0
2019-01-01,both,5-9,chinese,386.6
2019-01-01,both,5-9,indian,130.9
2019-01-01,both,5-9,other_citizen,42.9
2019-01-01,both,5-9,other_noncitizen,107.1
2019-01-01,both,10-14,overall,2527.2
2019-01-01,both,10-14,bumi_malay,1460.7
2019-01-01,both,10-14,bumi_other,379.3
2019-01-01,both,10-14,chinese,443.5
2019-01-01,both,10-14,indian,153.4
2019-01-01,both,10-14,other_citizen,34.5
2019-01-01,both,10-14,other_noncitizen,55.7
2019-01-01,both,15-19,overall,2857.6
2019-01-01,both,15-19,bumi_malay,1521.1
2019-01-01,both,15-19,bumi_other,382.2
2019-01-01,both,15-19,chinese,502.2
2019-01-01,both,15-19,indian,170.1
2019-01-01,both,15-19,other_citizen,29.4
2019-01-01,both,15-19,other_noncitizen,252.4
2019-01-01,both,20-24,overall,3181.1
2019-01-01,both,20-24,bumi_malay,1496.1
2019-01-01,both,20-24,bumi_other,373.9
2019-01-01,both,20-24,chinese,524.1
2019-01-01,both,20-24,indian,173.8
2019-01-01,both,20-24,other_citizen,27.5
2019-01-01,both,20-24,other_noncitizen,585.7
2019-01-01,both,25-29,overall,3270.6
2019-01-01,both,25-29,bumi_malay,1491.7
2019-01-01,both,25-29,bumi_other,364.1
2019-01-01,both,25-29,chinese,547.4
2019-01-01,both,25-29,indian,177.7
2019-01-01,both,25-29,other_citizen,25.4
2019-01-01,both,25-29,other_noncitizen,664.3
2019-01-01,both,30-34,overall,2870.1
2019-01-01,both,30-34,bumi_malay,1371.7
2019-01-01,both,30-34,bumi_other,319.9
